TradeName,ScientificName,Matched_Kaggle_Name,Match_Score,Chemical Class,Therapeutic Class,sideEffect,substitute,use,Scientific_clean,Matched_clean,fuzzy_token,Confidence
OLMETEC 40 mg film-coated tablet,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
OLSAR 20MG F.C.TABLET,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
OLSAR 40MG F.C.TABLET,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
Olcontro,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
Olimestra,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
Olmetrol,OLMESARTAN MEDOXOMIL,genericart olmesartan medoxomil 20mg tablet,7.627894878387451,Synthetic imidazole derivative,CARDIAC,Cough ; Diarrhea ; Dizziness ; Flu-like symptoms ; Headache ; Indigestion ; Nausea ; Runny nose ; Sore throat ; Stomach pain,Olmighty 20 Tablet ; Olmetime 20 Tablet ; Olmat 20 Tablet ; Olmin 20 Tablet ; Olmezest 20 Tablet,Hypertension (high blood pressure) ; Heart failure ; Prevention of heart attack and stroke,olmesartan medoxomil,genericart olmesartan medoxomil 20mg tablet,63.49206349206349,Medium
BITENS,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
Erastapecs Co,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
OLMIDIP 20/5 mg FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
OLMIDIP 40/10 mg FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
OLMIDIP 40/5 mg FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
Olcontro Plus,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
Olmevasc,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
Olmexa,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
Olneda,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVIKAR 20/10MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVIKAR 20/5MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVIKAR 40/10MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVIKAR 40/5MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVITENSE 20/10 MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVITENSE 20/5 MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVITENSE 40/10 MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
SEVITENSE 40/5 MG FILM COATED TABLET,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,5.317049503326416,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Thriomesar Tablet ; Olmetime-AMH 40 Tablet ; Triolmighty 40 Tablet ; Olmewon Plus 40 Tablet ; Olmecil Trio 40mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 40mg/5mg/12.5mg tablet,56.00000000000001,Medium
Olmexa Plus,"OLMESARTAN MEDOXOMIL,AMLODIPINE BESILATE,HYDROCHLOROTHIAZIDE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,6.941564083099365,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Triolmighty 20 Tablet ; Olmetime-AMH 20 Tablet ; Omnipres 20 AMH Tablet ; Olmewon Plus 20 mg Tablet ; Olmedawn Trio 20mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,amlodipine besilate,hydrochlorothiazide",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,51.03448275862069,Medium
CO-OLMEPRESS 20 mg/12.5 mg F.C. Tablet,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,7.584853172302246,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Triolmighty 20 Tablet ; Olmetime-AMH 20 Tablet ; Omnipres 20 AMH Tablet ; Olmewon Plus 20 mg Tablet ; Olmedawn Trio 20mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,hydrochlorothiazide",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,62.4,Medium
CO-OLMEPRESS 40 mg/12.5 mg F.C. Tablet,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,7.584853172302246,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Triolmighty 20 Tablet ; Olmetime-AMH 20 Tablet ; Omnipres 20 AMH Tablet ; Olmewon Plus 20 mg Tablet ; Olmedawn Trio 20mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,hydrochlorothiazide",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,62.4,Medium
CO-OLMEPRESS 40 mg/25 mg F.C. Tablet,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,7.584853172302246,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Triolmighty 20 Tablet ; Olmetime-AMH 20 Tablet ; Omnipres 20 AMH Tablet ; Olmewon Plus 20 mg Tablet ; Olmedawn Trio 20mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,hydrochlorothiazide",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,62.4,Medium
ERASTAPEX PLUS 20/12.5MG F.C.TABLET,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,7.584853172302246,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Triolmighty 20 Tablet ; Olmetime-AMH 20 Tablet ; Omnipres 20 AMH Tablet ; Olmewon Plus 20 mg Tablet ; Olmedawn Trio 20mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,hydrochlorothiazide",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,62.4,Medium
ERASTAPEX PLUS 40/12.5MG F.C.TABLET,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,7.584853172302246,,CARDIAC,Headache ; Dizziness ; Nausea ; Upper respiratory tract infection ; Fatigue ; Urinary tract infection ; Diarrhea ; Joint swelling ; Peripheral edema ; Nasopharyngitis (inflammation of the throat and nasal passages) ; Muscle spasm,Triolmighty 20 Tablet ; Olmetime-AMH 20 Tablet ; Omnipres 20 AMH Tablet ; Olmewon Plus 20 mg Tablet ; Olmedawn Trio 20mg/5mg/12.5mg Tablet,Hypertension (high blood pressure),"olmesartan medoxomil,hydrochlorothiazide",genericart olmesartan medoxomil+amlodipine+hydrochlorothiazide 20mg/5mg/12.5mg tablet,62.4,Medium
